name,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins
Datasets\UnifiedPreprocessed\Data\Monitor\D00548_unified_prepared.obj,0.244383;0.118870;0.070604;0.053998;0.045706;0.039103;0.033211;0.032151;0.030100;0.029150;0.027159;0.027809;0.027239;0.028460;0.032341;0.033171;0.034432;0.034912;0.035762;0.021437,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000422;0.000985;0.000563;0.000281;0.000281;0.001689;0.858992;0.008444;0.013369;0.014073;0.022094;0.016606;0.013369;0.020968;0.007458;0.014776;0.005629;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.649960;0.093680;0.034020;0.031550;0.035410;0.025640;0.011320;0.006200;0.025210;0.029630;0.018130;0.017840;0.006260;0.008800;0.004080;0.000480;0.000420;0.000570;0.000460;0.000340,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.946790;0.022280;0.011030;0.006070;0.003610;0.002300;0.001540;0.001220;0.001110;0.001180;0.001080;0.000550;0.000240;0.000170;0.000250;0.000230;0.000080;0.000120;0.000030;0.000120,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.996370;0.001980;0.000800;0.000450;0.000250;0.000100;0.000020;0.000020;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monitor\D00659_unified_prepared.obj,0.059779;0.083406;0.095560;0.097380;0.095380;0.087777;0.078274;0.070162;0.059108;0.051036;0.045634;0.037332;0.032150;0.028709;0.022967;0.019356;0.015555;0.011063;0.007212;0.002161,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.002313;0.079075;0.166877;0.111987;0.093901;0.073186;0.118822;0.194953;0.124921;0.017455;0.008623;0.004311;0.003575,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.020240;0.024900;0.035930;0.049220;0.063770;0.075750;0.077540;0.080160;0.077080;0.084910;0.089380;0.062080;0.051300;0.045860;0.042980;0.033870;0.030280;0.020400;0.013830;0.020520,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.135790;0.121280;0.110810;0.099370;0.081750;0.069580;0.058460;0.048670;0.042190;0.035610;0.031350;0.027310;0.023360;0.018850;0.016630;0.014260;0.012130;0.011140;0.008930;0.032530,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.437410;0.144280;0.086480;0.060070;0.044120;0.034760;0.027060;0.020900;0.018240;0.015430;0.012680;0.012120;0.009620;0.008460;0.007700;0.006930;0.006180;0.005100;0.004490;0.037970,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monitor\D00852_unified_prepared.obj,0.102660;0.077795;0.080525;0.078645;0.079895;0.084126;0.079835;0.072814;0.062752;0.055961;0.046529;0.038207;0.032546;0.026985;0.022704;0.019204;0.015963;0.012872;0.007791;0.002190,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000319;0.000851;0.006702;0.013511;0.019255;0.022766;0.051702;0.265851;0.137979;0.090532;0.127553;0.185957;0.045319;0.021170;0.010532;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.071420;0.049240;0.030250;0.043250;0.055310;0.055600;0.051890;0.050970;0.048950;0.055010;0.072230;0.079930;0.081570;0.081670;0.069850;0.056340;0.030580;0.010500;0.003760;0.001680,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.248980;0.099460;0.071090;0.066600;0.064760;0.059560;0.053500;0.047660;0.043140;0.038960;0.035150;0.032690;0.028310;0.024990;0.020660;0.017000;0.013190;0.010760;0.008360;0.015180,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.529990;0.109000;0.064580;0.048010;0.038340;0.030540;0.025270;0.021330;0.016890;0.015090;0.013300;0.011110;0.009400;0.008250;0.007340;0.006500;0.005960;0.004660;0.004780;0.029660,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monitor\D00863_unified_prepared.obj,0.193151;0.064484;0.077856;0.076156;0.068054;0.073665;0.064294;0.049150;0.037198;0.035617;0.031157;0.028116;0.026876;0.028936;0.028226;0.022735;0.024305;0.022085;0.024805;0.023135,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000252;0.000378;0.022326;0.117558;0.037841;0.033804;0.057392;0.068365;0.041498;0.141019;0.156029;0.139506;0.135974;0.036579;0.007064;0.000505;0.000631;0.000883;0.002397,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.081430;0.081140;0.051660;0.037210;0.034350;0.031550;0.058400;0.071530;0.075010;0.062970;0.075460;0.090040;0.086100;0.074530;0.050660;0.026830;0.007260;0.000920;0.000800;0.002150,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.423230;0.134940;0.067360;0.055510;0.058820;0.044740;0.029480;0.025830;0.025790;0.024390;0.020470;0.016530;0.014290;0.013440;0.012110;0.010460;0.008210;0.005950;0.003780;0.004670,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.810820;0.072960;0.027030;0.019070;0.015540;0.013210;0.012060;0.009200;0.005580;0.003800;0.002790;0.002490;0.001420;0.000780;0.000580;0.000490;0.000340;0.000440;0.000360;0.001040,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monitor\D00915_unified_prepared.obj,0.198106;0.075754;0.065832;0.063912;0.062311;0.059051;0.052449;0.046388;0.045858;0.042688;0.042058;0.041517;0.039377;0.038887;0.036357;0.031146;0.026035;0.018413;0.011082;0.002781,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.001841;0.073656;0.049104;0.026025;0.024797;0.026271;0.073656;0.044071;0.025657;0.012399;0.020501;0.009821;0.000246;0.000000;0.000000;0.123005;0.482936;0.006015;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.375400;0.019100;0.028000;0.022990;0.026870;0.022120;0.012000;0.008350;0.003180;0.031610;0.064390;0.081000;0.042300;0.076460;0.112660;0.036880;0.019420;0.012510;0.004760;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.714000;0.061210;0.053760;0.044560;0.034960;0.027230;0.018800;0.013540;0.010140;0.006180;0.004620;0.001820;0.001920;0.001580;0.000710;0.000460;0.000520;0.000450;0.000550;0.002990,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.943270;0.028770;0.012280;0.006240;0.003790;0.002090;0.001340;0.000680;0.000370;0.000270;0.000250;0.000160;0.000140;0.000100;0.000050;0.000030;0.000040;0.000010;0.000010;0.000110,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monitor\D00919_unified_prepared.obj,0.091130;0.107324;0.095321;0.087859;0.084048;0.075087;0.066965;0.055902;0.050271;0.043920;0.039989;0.035348;0.032967;0.028326;0.024025;0.022275;0.019554;0.018894;0.015603;0.005191,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.022954;0.037005;0.087955;0.166685;0.152741;0.119918;0.089027;0.082377;0.076048;0.061461;0.049233;0.021989;0.015767;0.014909;0.001931;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.018900;0.050180;0.060590;0.072240;0.082410;0.086940;0.089260;0.089910;0.085980;0.083910;0.079650;0.065430;0.047950;0.032910;0.022930;0.014220;0.009020;0.004290;0.001960;0.001320,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.235590;0.184120;0.128740;0.099850;0.081620;0.064430;0.051650;0.039990;0.031610;0.023360;0.017930;0.012660;0.009190;0.006880;0.004510;0.003160;0.002050;0.001200;0.000830;0.000630,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.783060;0.119290;0.040440;0.017760;0.010680;0.008000;0.005050;0.003600;0.003270;0.002110;0.001750;0.001330;0.000980;0.000740;0.000510;0.000360;0.000290;0.000170;0.000210;0.000400,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monitor\D00920_unified_prepared.obj,0.338048;0.136888;0.056680;0.032361;0.026369;0.021588;0.019517;0.017466;0.017746;0.017306;0.017036;0.014815;0.015435;0.016186;0.019627;0.023298;0.030701;0.064723;0.072645;0.041565,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000138;0.000000;0.001100;0.002475;0.203383;0.241062;0.092272;0.031078;0.018152;0.022690;0.044142;0.146452;0.028603;0.102448;0.054318;0.011276;0.000413;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.147600;0.106200;0.083610;0.075300;0.073990;0.057870;0.083340;0.089290;0.079890;0.050120;0.042120;0.021630;0.010900;0.007840;0.032500;0.029040;0.005010;0.002470;0.000700;0.000580,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.756570;0.146200;0.050220;0.014030;0.008780;0.004800;0.004280;0.003970;0.002900;0.001620;0.001700;0.001220;0.000900;0.000450;0.000550;0.000540;0.000570;0.000390;0.000220;0.000090,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.984260;0.010470;0.003760;0.001030;0.000260;0.000110;0.000010;0.000040;0.000010;0.000030;0.000010;0.000000;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monitor\D00978_unified_prepared.obj,0.075652;0.072831;0.077182;0.083264;0.095328;0.094938;0.086385;0.071951;0.069130;0.062658;0.053225;0.041302;0.031979;0.024987;0.017845;0.013524;0.010763;0.008512;0.006732;0.001811,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.000000;0.000333;0.008654;0.027627;0.141573;0.204039;0.154333;0.176967;0.115389;0.053035;0.075890;0.030511;0.011650;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.039640;0.038280;0.042640;0.045350;0.054180;0.057080;0.059700;0.066830;0.064840;0.063170;0.083770;0.106130;0.084940;0.062870;0.049310;0.037260;0.025480;0.013860;0.003940;0.000730,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.172810;0.105810;0.093400;0.083020;0.069340;0.063180;0.055100;0.049740;0.046460;0.044070;0.039880;0.034020;0.031330;0.028490;0.025820;0.019470;0.014780;0.009950;0.005780;0.007550,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.421090;0.128370;0.083570;0.059930;0.046240;0.035820;0.031270;0.025750;0.022610;0.018800;0.017210;0.014830;0.013200;0.012060;0.009920;0.008780;0.007720;0.006510;0.006130;0.030190,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monitor\D01000_unified_prepared.obj,0.118464;0.100040;0.093779;0.080646;0.067634;0.060652;0.059072;0.060442;0.053691;0.053371;0.045419;0.038888;0.034477;0.028756;0.028166;0.022715;0.020064;0.017083;0.012953;0.003691,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.047687;0.047907;0.096035;0.165198;0.298018;0.004075;0.003855;0.004515;0.005286;0.072687;0.005617;0.004405;0.005066;0.007709;0.042621;0.063106;0.112225;0.010793;0.003194;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.052810;0.073150;0.131420;0.098220;0.079340;0.066050;0.049930;0.044960;0.059120;0.054280;0.082500;0.064140;0.074440;0.043260;0.011680;0.002650;0.002400;0.002790;0.001980;0.004880,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.402010;0.157920;0.114760;0.085430;0.065430;0.041820;0.033590;0.026530;0.015060;0.014910;0.008470;0.009720;0.006550;0.007420;0.003320;0.002160;0.001550;0.001080;0.000810;0.001460,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.836590;0.075150;0.035730;0.017610;0.010850;0.007290;0.004700;0.002500;0.001820;0.001860;0.001910;0.001190;0.001360;0.000620;0.000250;0.000250;0.000080;0.000090;0.000050;0.000100,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monoplane\D00011_unified_prepared.obj,0.097284;0.110578;0.100895;0.081760;0.075169;0.069657;0.064476;0.056414;0.052183;0.044651;0.037679;0.032768;0.032448;0.032408;0.029557;0.026547;0.022076;0.018855;0.011923;0.002671,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.010390;0.021013;0.057086;0.121177;0.076465;0.103315;0.220756;0.050899;0.088840;0.093159;0.063857;0.056969;0.017628;0.009573;0.008872;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.058340;0.068310;0.079970;0.132350;0.171620;0.110840;0.068390;0.060420;0.055150;0.058020;0.045110;0.032760;0.027690;0.017310;0.008680;0.003190;0.001480;0.000360;0.000010;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.409430;0.239860;0.144870;0.100620;0.059250;0.021820;0.007980;0.004920;0.003160;0.002390;0.001840;0.001550;0.000900;0.000640;0.000360;0.000190;0.000140;0.000080;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.877190;0.092990;0.022260;0.005060;0.001660;0.000580;0.000200;0.000050;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Monoplane\D00019_unified_prepared.obj,0.091042;0.107614;0.098413;0.089732;0.079160;0.071419;0.062738;0.055117;0.049906;0.045476;0.039515;0.035075;0.033784;0.034755;0.030674;0.024763;0.021133;0.017092;0.010611;0.001980,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000503;0.021512;0.028347;0.052875;0.142441;0.172195;0.220547;0.043225;0.057901;0.068959;0.074286;0.066244;0.033776;0.012766;0.004423;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.044230;0.080800;0.076460;0.101680;0.119470;0.130080;0.112460;0.062850;0.050270;0.049580;0.061400;0.042010;0.026790;0.018420;0.014590;0.006860;0.001970;0.000070;0.000010;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.369580;0.236050;0.134280;0.089800;0.073080;0.049100;0.025650;0.010760;0.003750;0.002060;0.001950;0.001310;0.001090;0.000730;0.000420;0.000290;0.000060;0.000030;0.000010;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.875320;0.097470;0.021040;0.004690;0.001000;0.000320;0.000120;0.000040;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
