file,category,original_vertices,resampled_vertices,original_faces,resampled_faces,expected_action,actual_action,change
m923.obj,RoundTable,201,9153,366,18270,subdivide,subdivided,8952
m924.obj,RoundTable,215,8090,408,16000,subdivide,subdivided,7875
m925.obj,RoundTable,216,7950,408,15808,subdivide,subdivided,7734
m926.obj,RoundTable,218,8439,408,16960,subdivide,subdivided,8221
m927.obj,RoundTable,201,9153,366,18270,subdivide,subdivided,8952
m928.obj,RoundTable,463,9237,752,18074,subdivide,subdivided,8774
m929.obj,RoundTable,444,7946,752,16240,subdivide,subdivided,7502
m930.obj,RoundTable,501,7835,978,15648,subdivide,subdivided,7334
m932.obj,RoundTable,10889,8080,20594,16063,simplify,simplified,-2809
m933.obj,RoundTable,55,9988,100,19968,subdivide,subdivided,9933
m934.obj,RoundTable,148,8842,276,17664,subdivide,subdivided,8694
m935.obj,RoundTable,128,7522,241,15424,subdivide,subdivided,7394
m937.obj,RoundTable,72,9786,140,19568,subdivide,subdivided,9714
m938.obj,RoundTable,422,7804,840,15642,subdivide,subdivided,7382
D00057.obj,Shelf,3682,9894,6900,19320,subdivide,subdivided,6212
D00074.obj,Shelf,1044,8284,1872,16352,subdivide,subdivided,7240
D00129.obj,Shelf,422,8444,684,16728,subdivide,subdivided,8022
D00171.obj,Shelf,1404,8142,2716,16104,subdivide,subdivided,6738
D00198.obj,Shelf,1140,8920,2068,17557,subdivide,subdivided,7780
D00242.obj,Shelf,1874,7215,3584,14088,subdivide,subdivided,5341
D00337.obj,Shelf,1397,7895,2806,15562,subdivide,subdivided,6498
D00352.obj,Shelf,129,8130,254,16256,subdivide,subdivided,8001
D00468.obj,Shelf,872,8014,1684,15904,subdivide,subdivided,7142
D00592.obj,Shelf,71,8272,106,16508,subdivide,subdivided,8201
D00631.obj,Shelf,5444,8270,10712,16326,unchanged,subdivided,2826
D00691.obj,Shelf,4684,9182,5004,12118,subdivide,subdivided,4498
D00725.obj,Shelf,4107,8917,8126,17746,subdivide,subdivided,4810
D00772.obj,Shelf,199,9642,306,19072,subdivide,subdivided,9443
D00781.obj,Shelf,3330,7940,6260,15200,subdivide,subdivided,4610
D00818.obj,Shelf,1192,9986,2298,19854,subdivide,subdivided,8794
D00881.obj,Shelf,241,9505,400,18370,subdivide,subdivided,9264
D00887.obj,Shelf,257,9987,404,19367,subdivide,subdivided,9730
D00917.obj,Shelf,2084,8327,4162,16648,subdivide,subdivided,6243
D00956.obj,Shelf,122,7889,173,15848,subdivide,subdivided,7767
m844.obj,Shelf,200,7819,324,15375,subdivide,subdivided,7619
m845.obj,Shelf,60,8187,88,15973,subdivide,subdivided,8127
m846.obj,Shelf,1101,9212,2098,18326,subdivide,subdivided,8111
m847.obj,Shelf,158,7627,244,14976,subdivide,subdivided,7469
m849.obj,Shelf,128,9342,192,18587,subdivide,subdivided,9214
m850.obj,Shelf,184,9223,300,18176,subdivide,subdivided,9039
m851.obj,Shelf,68,7786,120,15374,subdivide,subdivided,7718
m852.obj,Shelf,104,8951,228,17610,subdivide,subdivided,8847
m853.obj,Shelf,100,8889,228,17218,subdivide,subdivided,8789
m854.obj,Shelf,96,8246,204,16352,subdivide,subdivided,8150
m855.obj,Shelf,46,9220,44,18563,subdivide,subdivided,9174
m856.obj,Shelf,64,9597,96,19168,subdivide,subdivided,9533
m857.obj,Shelf,112,8246,168,16436,subdivide,subdivided,8134
m858.obj,Shelf,48,8345,28,15653,subdivide,subdivided,8297
m859.obj,Shelf,2556,9630,4716,18864,subdivide,subdivided,7074
m860.obj,Shelf,56,8400,84,16772,subdivide,subdivided,8344
m861.obj,Shelf,150,7396,232,14720,subdivide,subdivided,7246
m862.obj,Shelf,544,8236,1024,16384,subdivide,subdivided,7692
m863.obj,Shelf,289,9740,362,18071,subdivide,subdivided,9451
m864.obj,Shelf,323,9801,406,18188,subdivide,subdivided,9478
m865.obj,Shelf,255,8539,318,15874,subdivide,subdivided,8284
m866.obj,Shelf,221,9342,274,17536,subdivide,subdivided,9121
m868.obj,Shelf,112,8431,180,16827,subdivide,subdivided,8319
D00027.obj,Ship,4202,8725,4887,11807,subdivide,subdivided,4523
D00042.obj,Ship,2166,7908,3816,15240,subdivide,subdivided,5742
D00099.obj,Ship,336,8218,672,16436,subdivide,subdivided,7882
D00175.obj,Ship,13624,8377,26994,16298,simplify,simplified,-5247
D00247.obj,Ship,6122,9122,10530,16054,unchanged,subdivided,3000
D00258.obj,Ship,6892,6892,10781,10725,unchanged,unchanged,0
D00292.obj,Ship,4205,8743,4887,11819,subdivide,subdivided,4538
D00429.obj,Ship,18170,7884,36405,15248,simplify,simplified,-10286
D00467.obj,Ship,3769,9775,5504,15256,subdivide,subdivided,6006
D00539.obj,Ship,21037,8332,41981,15628,simplify,simplified,-12705
D00543.obj,Ship,7537,7536,14375,14333,unchanged,unchanged,-1
D00647.obj,Ship,1713,6744,3374,13412,subdivide,subdivided,5031
D00771.obj,Ship,33376,8676,65300,17130,simplify,simplified,-24700
D00791.obj,Ship,4200,8749,4887,11809,subdivide,subdivided,4549
D00809.obj,Ship,40714,7888,80272,15029,simplify,simplified,-32826
D00837.obj,Ship,6122,9133,10530,16052,unchanged,subdivided,3011
D00896.obj,Ship,4991,8343,9542,15974,subdivide,subdivided,3352
D00907.obj,Ship,9227,9226,18338,18210,unchanged,unchanged,-1
D00935.obj,Ship,124,9808,200,19568,subdivide,subdivided,9684
D00949.obj,Ship,1952,7475,3668,14672,subdivide,subdivided,5523
m1427.obj,Ship,757,9442,1084,17344,subdivide,subdivided,8685
m1428.obj,Ship,817,9650,1083,17280,subdivide,subdivided,8833
m1429.obj,Ship,749,8609,1039,15344,subdivide,subdivided,7860
m1430.obj,Ship,774,9125,1032,16352,subdivide,subdivided,8351
m1431.obj,Ship,674,8207,960,14720,subdivide,subdivided,7533
m1432.obj,Ship,573,7045,822,12768,subdivide,subdivided,6472
m1433.obj,Ship,926,8671,1227,15187,subdivide,subdivided,7745
m1434.obj,Ship,600,8664,1077,17232,subdivide,subdivided,8064
m1435.obj,Ship,4241,8691,4887,11820,subdivide,subdivided,4450
m1436.obj,Ship,1704,7983,3340,15915,subdivide,subdivided,6279
m1437.obj,Ship,658,8089,930,14656,subdivide,subdivided,7431
m1438.obj,Ship,1309,9586,2454,18939,subdivide,subdivided,8277
m1439.obj,Ship,428,6798,848,13552,subdivide,subdivided,6370
m1440.obj,Ship,4230,8401,5977,12979,subdivide,subdivided,4171
m1441.obj,Ship,3153,8247,4116,12709,subdivide,subdivided,5094
m1442.obj,Ship,6859,6858,12554,12552,unchanged,unchanged,-1
m1444.obj,Ship,6251,9392,11722,17919,unchanged,subdivided,3141
m1446.obj,Ship,6122,9096,10530,16053,unchanged,subdivided,2974
m1447.obj,Ship,3189,9638,6000,18654,subdivide,subdivided,6449
m1449.obj,Ship,330,8071,660,16142,subdivide,subdivided,7741
m1450.obj,Ship,98,8557,156,17889,subdivide,subdivided,8459
m1451.obj,Ship,775,9399,1498,18619,subdivide,subdivided,8624
m1452.obj,Ship,776,9202,1452,18119,subdivide,subdivided,8426
m1453.obj,Ship,7994,7994,15870,15800,unchanged,unchanged,0
m1454.obj,Ship,325,8175,598,16298,subdivide,subdivided,7850
m1455.obj,Ship,314,7875,576,15698,subdivide,subdivided,7561
m1456.obj,Ship,497,7403,924,14752,subdivide,subdivided,6906
m1457.obj,Ship,2333,9142,4485,17872,subdivide,subdivided,6809
m1458.obj,Ship,2509,9524,4698,18756,subdivide,subdivided,7015
m1459.obj,Ship,331,9442,531,18552,subdivide,subdivided,9111
m1460.obj,Ship,4892,8234,9510,16190,subdivide,subdivided,3342
m1461.obj,Ship,12526,8054,23024,12297,simplify,simplified,-4472
m1462.obj,Ship,4916,8280,9500,16183,subdivide,subdivided,3364
m1463.obj,Ship,629,9911,1236,19712,subdivide,subdivided,9282
m1464.obj,Ship,2873,8747,5534,17253,subdivide,subdivided,5874
m1465.obj,Ship,6923,6923,10583,10513,unchanged,unchanged,0
m1466.obj,Ship,9736,9703,18939,18883,unchanged,simplified,-33
m1467.obj,Ship,574,8644,1076,17216,subdivide,subdivided,8070
m1468.obj,Ship,467,8983,684,16730,subdivide,subdivided,8516
m1469.obj,Ship,1724,7782,3176,15146,subdivide,subdivided,6058
m1470.obj,Ship,145,8363,270,16512,subdivide,subdivided,8218
m1471.obj,Ship,2511,8613,3552,14208,subdivide,subdivided,6102
m1676.obj,Sign,4031,8786,8034,17544,subdivide,subdivided,4755
m1678.obj,Sign,642,8127,1021,15792,subdivide,subdivided,7485
m1679.obj,Sign,417,6336,786,12576,subdivide,subdivided,5919
m1680.obj,Sign,360,8664,708,17316,subdivide,subdivided,8304
m1681.obj,Sign,6540,9984,13032,19920,unchanged,subdivided,3444
m1682.obj,Sign,4492,9703,8804,19226,subdivide,subdivided,5211
m1683.obj,Sign,3000,9249,5896,18394,subdivide,subdivided,6249
m1684.obj,Sign,44,9734,76,19456,subdivide,subdivided,9690
m1685.obj,Sign,760,8474,1344,16772,subdivide,subdivided,7714
D00006.obj,Skyscraper,48226,8011,54489,7138,simplify,simplified,-40215
D00058.obj,Skyscraper,73440,9382,53448,7000,simplify,simplified,-64058
D00059.obj,Skyscraper,4274,8381,6932,15138,subdivide,subdivided,4107
D00105.obj,Skyscraper,8334,8334,16159,16062,unchanged,unchanged,0
D00125.obj,Skyscraper,8334,8334,16194,16096,unchanged,unchanged,0
D00126.obj,Skyscraper,25720,9740,38308,14606,simplify,simplified,-15980
D00130.obj,Skyscraper,680,9331,1672,18160,subdivide,subdivided,8651
D00259.obj,Skyscraper,49527,8648,57938,14753,simplify,simplified,-40879
D00300.obj,Skyscraper,6372,9679,10967,16765,unchanged,subdivided,3307
D00520.obj,Skyscraper,51626,7665,52041,5282,simplify,simplified,-43961
D00532.obj,Skyscraper,17506,8385,26932,11150,simplify,simplified,-9121
D00584.obj,Skyscraper,17490,8255,28622,12096,simplify,simplified,-9235
D00589.obj,Skyscraper,5516,8417,10976,16778,unchanged,subdivided,2901
D00641.obj,Skyscraper,2335,8906,4363,17452,subdivide,subdivided,6571
D00664.obj,Skyscraper,8301,8301,12812,12798,unchanged,unchanged,0
D00729.obj,Skyscraper,31282,8416,50113,12792,simplify,simplified,-22866
D00822.obj,Skyscraper,6983,6980,16987,13754,unchanged,unchanged,-3
D00870.obj,Skyscraper,37310,7808,50778,9424,simplify,simplified,-29502
D00872.obj,Skyscraper,365,5417,668,10688,subdivide,subdivided,5052
D00998.obj,Skyscraper,3865,8363,5942,14425,subdivide,subdivided,4498
D00014.obj,Spoon,748,9293,4485,18581,subdivide,subdivided,8545
D00085.obj,Spoon,575,9167,3444,18320,subdivide,subdivided,8592
D00144.obj,Spoon,243,8123,1407,16178,subdivide,subdivided,7880
D00157.obj,Spoon,386,9422,2499,18025,subdivide,subdivided,9036
D00196.obj,Spoon,756,9521,4812,18806,subdivide,subdivided,8765
D00338.obj,Spoon,481,7786,3021,15280,subdivide,subdivided,7305
D00422.obj,Spoon,109,8828,528,17220,subdivide,subdivided,8719
D00474.obj,Spoon,72,8563,363,16911,subdivide,subdivided,8491
D00497.obj,Spoon,144,9090,852,18176,subdivide,subdivided,8946
D00517.obj,Spoon,481,7302,2697,14336,subdivide,subdivided,6821
D00562.obj,Spoon,2132,8525,12999,16764,subdivide,subdivided,6393
D00593.obj,Spoon,144,9090,918,18176,subdivide,subdivided,8946
D00661.obj,Spoon,1848,7203,10491,13724,subdivide,subdivided,5355
D00669.obj,Spoon,556,8866,3324,17728,subdivide,subdivided,8310
D00683.obj,Spoon,515,8369,3282,16544,subdivide,subdivided,7854
D00790.obj,Spoon,284,9388,1623,18483,subdivide,subdivided,9104
D00927.obj,Spoon,910,7927,5448,15862,subdivide,subdivided,7017
D00964.obj,Spoon,211,8584,1014,16871,subdivide,subdivided,8373
m1353.obj,Starship,2124,8398,4147,16356,subdivide,subdivided,6274
m1354.obj,Starship,5724,8662,11368,17364,unchanged,subdivided,2938
m1355.obj,Starship,7730,7730,13354,13324,unchanged,unchanged,0
m1356.obj,Starship,1946,7176,3301,13172,subdivide,subdivided,5230
m1357.obj,Starship,9664,8995,32216,11516,unchanged,simplified,-669
m1358.obj,Starship,1196,9125,1989,17086,subdivide,subdivided,7929
m1359.obj,Starship,265,8808,508,17539,subdivide,subdivided,8543
m1360.obj,Starship,2904,9292,4231,14600,subdivide,subdivided,6388
m1361.obj,Starship,1038,8843,2008,17541,subdivide,subdivided,7805
m1362.obj,Starship,13685,9613,22912,15972,simplify,simplified,-4072
m1364.obj,Starship,9018,9014,18139,14093,unchanged,unchanged,-4
m1365.obj,Starship,718,9877,1196,18784,subdivide,subdivided,9159
m1366.obj,Starship,568,8647,1067,17072,subdivide,subdivided,8079
m1368.obj,Starship,31275,8556,59739,15873,simplify,simplified,-22719
m1369.obj,Starship,1004,7967,1720,15025,subdivide,subdivided,6963
m1370.obj,Starship,1748,9875,3401,19237,subdivide,subdivided,8127
m1371.obj,Starship,1558,7911,2542,14773,subdivide,subdivided,6353
m1372.obj,Starship,3366,7989,6344,15406,subdivide,subdivided,4623
m1373.obj,Starship,6098,9219,11592,17714,unchanged,subdivided,3121
m1374.obj,Starship,8080,8020,15507,15430,unchanged,simplified,-60
m1375.obj,Starship,1694,7929,3380,15795,subdivide,subdivided,6235
m1376.obj,Starship,467,7410,944,14816,subdivide,subdivided,6943
m1378.obj,Starship,2059,8048,3804,15216,subdivide,subdivided,5989
m1379.obj,Starship,1018,8477,1858,16230,subdivide,subdivided,7459
m1380.obj,Starship,11926,9586,20996,16376,simplify,simplified,-2340
m1381.obj,Starship,14212,9670,27965,19018,simplify,simplified,-4542
m1382.obj,Starship,7006,7006,14044,13986,unchanged,unchanged,0
m1383.obj,Starship,8722,8430,31296,12374,unchanged,simplified,-292
m1384.obj,Starship,3817,7875,7365,15673,subdivide,subdivided,4058
m1385.obj,Starship,11132,8682,20663,16110,simplify,simplified,-2450
m1386.obj,Starship,1707,6783,3384,13536,subdivide,subdivided,5076
D00052.obj,SubmachineGun,2253,8641,4275,17076,subdivide,subdivided,6388
D00060.obj,SubmachineGun,577,8359,1014,16224,subdivide,subdivided,7782
D00062.obj,SubmachineGun,1546,9126,2964,18124,subdivide,subdivided,7580
D00064.obj,SubmachineGun,6530,7803,13256,15794,unchanged,subdivided,1273
D00068.obj,SubmachineGun,19423,8293,38396,16326,simplify,simplified,-11130
D00119.obj,SubmachineGun,11687,9126,23060,17981,simplify,simplified,-2561
D00219.obj,SubmachineGun,1349,7887,2532,15481,subdivide,subdivided,6538
D00256.obj,SubmachineGun,760,8593,1326,16473,subdivide,subdivided,7833
D00371.obj,SubmachineGun,17875,8268,31606,13430,simplify,simplified,-9607
D00384.obj,SubmachineGun,1272,7927,2216,15002,subdivide,subdivided,6655
D00431.obj,SubmachineGun,1420,8344,2708,16556,subdivide,subdivided,6924
D00459.obj,SubmachineGun,24710,9512,49474,18670,simplify,simplified,-15198
D00489.obj,SubmachineGun,1116,9558,2180,19044,subdivide,subdivided,8442
D00537.obj,SubmachineGun,1596,9728,3190,19444,subdivide,subdivided,8132
D00613.obj,SubmachineGun,1196,8114,2437,16194,subdivide,subdivided,6918
D00733.obj,SubmachineGun,4939,8401,8831,14997,subdivide,subdivided,3462
D00878.obj,SubmachineGun,1521,8979,2916,17786,subdivide,subdivided,7458
D00893.obj,SubmachineGun,170,9039,281,17728,subdivide,subdivided,8869
D00960.obj,SubmachineGun,182,9366,294,18176,subdivide,subdivided,9184
D00970.obj,SubmachineGun,451,9964,785,19200,subdivide,subdivided,9513
D00066.obj,Sword,10936,8541,21764,16974,simplify,simplified,-2395
D00071.obj,Sword,10759,8385,21800,16761,simplify,simplified,-2374
D00133.obj,Sword,13257,8074,26446,16061,simplify,simplified,-5183
D00162.obj,Sword,1143,9971,2296,19934,subdivide,subdivided,8828
D00177.obj,Sword,5076,9941,10136,19866,unchanged,subdivided,4865
D00195.obj,Sword,1429,8581,2976,16967,subdivide,subdivided,7152
D00249.obj,Sword,15478,8436,30816,16824,simplify,simplified,-7042
D00356.obj,Sword,3084,9634,6142,19155,subdivide,subdivided,6550
D00484.obj,Sword,6595,7859,13168,15692,unchanged,subdivided,1264
D00513.obj,Sword,3971,8574,7297,15928,subdivide,subdivided,4603
D00540.obj,Sword,5573,8450,10922,16695,unchanged,subdivided,2877
D00635.obj,Sword,621,9802,1238,19808,subdivide,subdivided,9181
D00712.obj,Sword,327,8327,602,16405,subdivide,subdivided,8000
D00808.obj,Sword,1091,9297,3110,18745,subdivide,subdivided,8206
D00812.obj,Sword,3694,8051,12652,16075,subdivide,subdivided,4357
D00906.obj,Sword,14621,7985,29204,15943,simplify,simplified,-6636
D00916.obj,Sword,2993,9320,7470,18612,subdivide,subdivided,6327
D00992.obj,Sword,5856,8936,11648,17805,unchanged,subdivided,3080
m687.obj,Sword,800,9559,1504,18768,subdivide,subdivided,8759
m688.obj,Sword,1977,7883,3938,15744,subdivide,subdivided,5906
m691.obj,Sword,8583,8582,16488,16488,unchanged,unchanged,-1
m692.obj,Sword,3694,8051,12652,16076,subdivide,subdivided,4357
m694.obj,Sword,2903,8548,5667,15375,subdivide,subdivided,5645
m695.obj,Sword,9880,9880,19712,19712,unchanged,unchanged,0
m696.obj,Sword,5497,8287,11609,16530,unchanged,subdivided,2790
m697.obj,Sword,526,8207,1036,16576,subdivide,subdivided,7681
m698.obj,Sword,3949,8506,7505,16364,subdivide,subdivided,4557
m699.obj,Sword,557,8879,1112,17696,subdivide,subdivided,8322
m700.obj,Sword,800,9560,1504,18768,subdivide,subdivided,8760
m701.obj,Sword,960,8314,1900,16596,subdivide,subdivided,7354
m702.obj,Sword,1005,8692,2000,17347,subdivide,subdivided,7687
m703.obj,Sword,588,8991,1100,17600,subdivide,subdivided,8403
m704.obj,Sword,408,6498,812,12992,subdivide,subdivided,6090
m705.obj,Sword,7910,7910,15768,15768,unchanged,unchanged,0
m707.obj,Sword,4325,9437,8628,18837,subdivide,subdivided,5112
m709.obj,Sword,6598,7845,13168,15690,unchanged,subdivided,1247
m710.obj,Sword,10936,8541,21764,16974,simplify,simplified,-2395
m711.obj,Sword,9457,9440,17701,17667,unchanged,simplified,-17
m712.obj,Sword,4890,8254,9314,15863,subdivide,subdivided,3364
m713.obj,Sword,1023,8801,2000,17471,subdivide,subdivided,7778
m714.obj,Sword,526,8207,1036,16576,subdivide,subdivided,7681
m715.obj,Sword,5497,8287,11609,16530,unchanged,subdivided,2790
m716.obj,Sword,4757,8131,9573,16192,subdivide,subdivided,3374
m717.obj,Sword,18888,8139,37283,15857,simplify,simplified,-10749
m718.obj,Sword,361,8036,710,16190,subdivide,subdivided,7675
m719.obj,Sword,624,9834,1228,19648,subdivide,subdivided,9210
D01003.obj,Tool,3963,8652,7922,17300,subdivide,subdivided,4689
D01012.obj,Tool,4463,9744,8922,19484,subdivide,subdivided,5281
D01040.obj,Tool,4794,8164,9584,16324,subdivide,subdivided,3370
D01044.obj,Tool,5201,7949,10398,15894,unchanged,subdivided,2748
D01069.obj,Tool,6198,9473,12392,18942,unchanged,subdivided,3275
D01084.obj,Tool,4491,9805,8978,19606,subdivide,subdivided,5314
D01086.obj,Tool,3804,8305,7604,16606,subdivide,subdivided,4501
D01111.obj,Tool,4284,9353,8564,18702,subdivide,subdivided,5069
D01113.obj,Tool,4407,9622,8810,19240,subdivide,subdivided,5215
D01127.obj,Tool,6104,9330,12204,18656,unchanged,subdivided,3226
D01131.obj,Tool,4487,9797,8970,19590,subdivide,subdivided,5310
D01140.obj,Tool,3906,8528,7808,17052,subdivide,subdivided,4622
D01142.obj,Tool,5110,7810,10216,15616,unchanged,subdivided,2700
D01148.obj,Tool,4478,9776,8952,19548,subdivide,subdivided,5298
D01152.obj,Tool,3942,8606,7880,17208,subdivide,subdivided,4664
D01154.obj,Tool,5202,7950,10400,15896,unchanged,subdivided,2748
D01156.obj,Tool,5508,8418,11012,16832,unchanged,subdivided,2910
D01159.obj,Tool,4478,9776,8952,19548,subdivide,subdivided,5298
D01165.obj,Tool,4457,9731,8910,19458,subdivide,subdivided,5274
D01176.obj,Tool,4298,9383,8592,18762,subdivide,subdivided,5085
m1099.obj,Tool,302,8178,600,16352,subdivide,subdivided,7876
m1100.obj,Tool,232,7902,452,15792,subdivide,subdivided,7670
m1102.obj,Tool,24,8704,52,19968,subdivide,subdivided,8680
m1103.obj,Tool,199,8067,330,16024,subdivide,subdivided,7868
m1104.obj,Tool,362,5672,708,11328,subdivide,subdivided,5310
m1105.obj,Tool,1550,9457,3092,18906,subdivide,subdivided,7907
m1106.obj,Tool,1902,7708,4076,14936,subdivide,subdivided,5806
m1107.obj,Tool,1116,9609,2199,19069,subdivide,subdivided,8493
m1108.obj,Tool,2186,8119,3756,14904,subdivide,subdivided,5933
m1109.obj,Tool,1490,8963,2891,17676,subdivide,subdivided,7473
m1110.obj,Tool,850,8216,1687,16420,subdivide,subdivided,7366
m1111.obj,Tool,523,8308,1038,16608,subdivide,subdivided,7785
m1113.obj,Tool,2042,8156,4076,16304,subdivide,subdivided,6114
m1114.obj,Tool,1343,9897,2292,19724,subdivide,subdivided,8554
m1115.obj,Tool,1327,8069,2266,15440,subdivide,subdivided,6742
m1116.obj,Tool,1155,9888,2234,19514,subdivide,subdivided,8733
m1117.obj,Tool,1720,6856,3424,13696,subdivide,subdivided,5136
m587.obj,Tool,4129,8951,8230,17842,subdivide,subdivided,4822
m588.obj,Tool,3353,8051,6594,15972,subdivide,subdivided,4698
m589.obj,Tool,2354,8602,4046,16184,subdivide,subdivided,6248
m590.obj,Tool,4461,9463,8017,17438,subdivide,subdivided,5002
m591.obj,Tool,3185,9897,6381,19705,subdivide,subdivided,6712
D01008.obj,Train,4469,9528,25020,18110,subdivide,subdivided,5059
D01014.obj,Train,4274,9307,33993,16529,subdivide,subdivided,5033
D01016.obj,Train,7753,7746,32214,10345,unchanged,unchanged,-7
D01027.obj,Train,4886,7769,36708,14727,subdivide,subdivided,2883
D01031.obj,Train,1257,7873,8559,15450,subdivide,subdivided,6616
D01035.obj,Train,3012,8901,16074,16460,subdivide,subdivided,5889
D01047.obj,Train,5450,8370,36372,15900,unchanged,subdivided,2920
D01055.obj,Train,10979,8614,68304,15983,simplify,simplified,-2365
D01059.obj,Train,7243,7243,42255,12935,unchanged,unchanged,0
D01061.obj,Train,5913,9008,37149,17342,unchanged,subdivided,3095
D01064.obj,Train,5037,9799,29523,18919,unchanged,subdivided,4762
D01089.obj,Train,4390,9442,25806,18593,subdivide,subdivided,5052
D01094.obj,Train,454,7516,3024,14416,subdivide,subdivided,7062
D01095.obj,Train,5909,8942,32868,16436,unchanged,subdivided,3033
D01134.obj,Train,8721,8493,43209,14383,unchanged,simplified,-228
D01137.obj,Train,6415,7818,39822,13438,unchanged,subdivided,1403
D01147.obj,Train,2424,9015,13485,17312,subdivide,subdivided,6591
D01149.obj,Train,8615,8588,43260,13265,unchanged,simplified,-27
D01163.obj,Train,4521,9831,26739,18244,subdivide,subdivided,5310
D01180.obj,Train,13612,8289,85308,15568,simplify,simplified,-5323
m1578.obj,Train,333,7866,574,15642,subdivide,subdivided,7533
m1580.obj,Train,1400,8140,2568,15678,subdivide,subdivided,6740
m1581.obj,Train,11299,8836,22000,17143,simplify,simplified,-2463
m1582.obj,Train,8239,8231,16328,16303,unchanged,unchanged,-8
m1583.obj,Train,309,7748,573,15562,subdivide,subdivided,7439
m1584.obj,Train,174,7903,316,15774,subdivide,subdivided,7729
m1585.obj,Train,5303,8008,10241,15647,unchanged,subdivided,2705
m1586.obj,Train,5520,8321,10581,16152,unchanged,subdivided,2801
m1587.obj,Train,4658,9995,8999,19621,subdivide,subdivided,5337
m1588.obj,Train,4400,9189,7716,16850,subdivide,subdivided,4789
D00096.obj,Tree,42566,9532,36512,4784,simplify,simplified,-33034
D00200.obj,Tree,19248,8512,10908,4076,simplify,simplified,-10736
D00221.obj,Tree,49630,8486,51077,4685,simplify,simplified,-41144
D00223.obj,Tree,58763,7951,54644,5010,simplify,simplified,-50812
D00367.obj,Tree,2783,9245,3692,14768,subdivide,subdivided,6462
D00385.obj,Tree,12531,9560,7366,5728,simplify,simplified,-2971
D00393.obj,Tree,27500,8646,41792,8717,simplify,simplified,-18854
D00439.obj,Tree,36867,8155,28551,3736,simplify,simplified,-28712
D00456.obj,Tree,1936,8985,1697,14806,subdivide,subdivided,7049
D00479.obj,Tree,28407,9488,35761,6687,simplify,simplified,-18919
D00533.obj,Tree,31668,8224,18412,3332,simplify,simplified,-23444
D00573.obj,Tree,23696,8633,23680,4434,simplify,simplified,-15063
D00612.obj,Tree,11385,8307,4891,3746,simplify,simplified,-3078
D00727.obj,Tree,36734,8654,40642,5326,simplify,simplified,-28080
D00765.obj,Tree,29924,7140,29804,6218,simplify,simplified,-22784
D00777.obj,Tree,21856,8191,13758,5250,simplify,simplified,-13665
D00810.obj,Tree,17948,9500,25996,11068,simplify,simplified,-8448
D00834.obj,Tree,52078,8968,73042,3339,simplify,simplified,-43110
D00911.obj,Tree,32363,9244,46364,6769,simplify,simplified,-23119
D00996.obj,Tree,29340,9229,28868,5404,simplify,simplified,-20111
m1050.obj,Tree,5410,9653,4629,10108,unchanged,subdivided,4243
m1062.obj,Tree,334,8028,692,16044,subdivide,subdivided,7694
m1063.obj,Tree,470,6821,932,13072,subdivide,subdivided,6351
m1064.obj,Tree,2681,6757,1800,7200,subdivide,subdivided,4076
m1065.obj,Tree,3007,6989,1610,6440,subdivide,subdivided,3982
m1066.obj,Tree,1904,9779,2042,16007,subdivide,subdivided,7875
m1067.obj,Tree,1058,9859,1756,18770,subdivide,subdivided,8801
m1068.obj,Tree,1366,8636,1892,15845,subdivide,subdivided,7270
m1069.obj,Tree,18418,8380,17436,7424,simplify,simplified,-10038
m1070.obj,Tree,1194,9243,1134,14152,subdivide,subdivided,8049
m1071.obj,Tree,1086,8045,1812,15146,subdivide,subdivided,6959
m1072.obj,Tree,1356,8553,1296,12614,subdivide,subdivided,7197
m1075.obj,Tree,574,8912,1112,17792,subdivide,subdivided,8338
m1077.obj,Tree,832,9255,1471,18283,subdivide,subdivided,8423
m1078.obj,Tree,724,6994,696,11136,subdivide,subdivided,6270
m1079.obj,Tree,155,8343,260,16640,subdivide,subdivided,8188
m1082.obj,Tree,82,9796,140,19568,subdivide,subdivided,9714
m1086.obj,Tree,6247,8502,6856,10480,unchanged,subdivided,2255
m1089.obj,Tree,170,8692,264,16896,subdivide,subdivided,8522
m1090.obj,Tree,5482,8371,10928,16706,unchanged,subdivided,2889
m1091.obj,Tree,2457,8757,3814,15256,subdivide,subdivided,6300
m1092.obj,Tree,337,7820,638,15604,subdivide,subdivided,7483
m1093.obj,Tree,1197,8761,1954,16920,subdivide,subdivided,7564
m1095.obj,Tree,1303,7981,1445,13782,subdivide,subdivided,6678
m1096.obj,Tree,835,9096,1376,17172,subdivide,subdivided,8261
m1098.obj,Tree,3441,8107,3701,11380,subdivide,subdivided,4666
D00002.obj,Truck,480,6786,2520,13376,subdivide,subdivided,6306
D00003.obj,Truck,6683,9942,37098,18003,unchanged,subdivided,3259
D00010.obj,Truck,6939,6936,38910,12710,unchanged,unchanged,-3
D00029.obj,Truck,5209,9983,38331,18029,unchanged,subdivided,4774
D00047.obj,Truck,3644,7870,21885,15500,subdivide,subdivided,4226
D00056.obj,Truck,4148,8505,21741,15612,subdivide,subdivided,4357
D00112.obj,Truck,7853,7823,47286,13897,unchanged,simplified,-30
D00158.obj,Truck,8315,8310,46152,15100,unchanged,unchanged,-5
D00241.obj,Truck,1162,9993,6990,19855,subdivide,subdivided,8831
D00287.obj,Truck,5281,7908,30009,15065,unchanged,subdivided,2627
D00303.obj,Truck,8955,8923,54603,15946,unchanged,simplified,-32
